
0 1 0.858117 0.65075 0.481583 0.366985 0.301501 0.283765 0.230559 0.242838 0.308322 0.268759 0.428377 0.552524 0.723056 0.698499 0.908595 0.766712 0.919509 0.934516 0.395634 0.901774 0.579809 0.317872 0.154161 0.136426 0.144611 0.65075 0.672578 0.443383 0.463847 0.481583 0.443383 0.461119 0.514325 0.529332 0.694407
0 1 0.791269 0.594816 0.436562 0.306958 0.272851 0.231924 0.230559 0.208731 0.268759 0.231924 0.328786 0.436562 0.590723 0.613915 0.723056 0.825375 0.989086 0.73397 0.723056 0.635744 0.356071 0.231924 0.154161 0.154161 0.436562 0.383356 0.399727 0.308322 0.371078 0.416098 0.443383 0.461119 0.514325 0.579809 0.834925
0 1 0.623529 0.5 0.456471 0.443529 0.461176 0.443529 0.5 0.598824 0.74 0.574118 0.454118 0.322353 0.316471 0.26 0.244706 0.228235 0.275294 0.382353 0.429412 0.68 0.614118 0.443529 0.849412 0.735294 0.82 0.735294 0.305882 0.74 0.598824 0.307059 0.2 0.1 0.1 0.0941176 0.410588
0 1 0.825478 0.942675 0.368153 0.842038 0.745223 0.368153 0.226752 0.147771 0.135032 0.10828 0.848408 0.715924 0.555414 0.521019 0.414013 0.49172 0.494268 0.480255 0.499363 0.675159 0.801274 0.779618 0.678981 0.373248 0.318471 0.277707 0.235669 0.230573 0.24586 0.295541 0.388535 0.617834 0.621656 0.541401 0.770701
0 1 0.972973 1 0.812312 0.8003 0.614114 0.294294 0.22973 0.174174 0.159159 0.217718 0.836336 0.750751 0.596096 0.606607 0.487988 0.524024 0.582583 0.65015 0.675676 0.894895 0.944444 0.918919 0.732733 0.43994 0.318318 0.27027 0.277778 0.271772 0.255255 0.291291 0.397898 0.543544 0.606607 0.654655 0.750751
1 1 0.630693 0.361386 0.266337 0.191089 0.183168 0.226733 0.142574 0.151485 0.144554 0.147525 0.126733 0.147525 0.167327 0.176238 0.223762 0.290099 0.431683 0.49505 0.453465 0.388119 0.321782 0.258416 0.231683 0.223762 0.168317 0.183168 0.144554 0.115842 0.126733 0.128713 0.0792079 0.107921 0.123762 0.119802 0.527723
1 1 0.698267 0.369011 0.277268 0.197757 0.173293 0.184506 0.167176 0.138634 0.163099 0.176351 0.123344 0.132518 0.148828 0.151886 0.165138 0.282365 0.395515 0.433231 0.543323 0.453619 0.355759 0.249745 0.229358 0.184506 0.173293 0.172273 0.155963 0.173293 0.124363 0.132518 0.108053 0.119266 0.0998981 0.151886 0.490316
1 1 0.815102 0.364956 0.187803 0.131655 0.140368 0.140368 0.102614 0.154889 0.193611 0.0968054 0.125847 0.141336 0.14424 0.156825 0.242014 0.341723 0.411423 0.515973 0.47241 0.422072 0.279768 0.217812 0.21394 0.186834 0.163601 0.172314 0.164569 0.118103 0.125847 0.102614 0.113262 0.0948693 0.14424 0.151985 0.17909
1 1 0.685662 0.376838 0.203125 0.150735 0.125 0.147059 0.159007 0.0919118 0.0955882 0.0891544 0.107537 0.117647 0.15625 0.213235 0.346507 0.48989 0.448529 0.48989 0.372243 0.29136 0.243566 0.214154 0.155331 0.188419 0.181066 0.15625 0.170037 0.134191 0.136949 0.0900735 0.107537 0.134191 0.170037 0.210478 0.155331
2 1 0.390008 0.188558 0.110395 0.0717164 0.0491539 0.0491539 0.0362611 0.104754 0.139404 0.0515713 0.0547945 0.0644641 0.0942788 0.103143 0.136986 0.165189 0.273973 0.429492 0.393231 0.465753 0.284448 0.0684932 0.0402901 0.0419017 0.0322321 0.0298147 0.0402901 0.0298147 0.0322321 0.0362611 0.0596293 0.0580177 0.0805802 0.145044 0.342466
2 1 0.881198 0.268595 0.165289 0.178719 0.0661157 0.0382231 0.0464876 0.035124 0.0330579 0.053719 0.0599174 0.0702479 0.104339 0.104339 0.165289 0.225207 0.43905 0.563017 0.658058 0.603306 0.315083 0.149793 0.0847107 0.0413223 0.0599174 0.0423554 0.018595 0.053719 0.0599174 0.0547521 0.0671488 0.0661157 0.107438 0.119835 0.214876
2 1 0.594475 0.18674 0.169061 0.0994475 0.0718232 0.0453039 0.0353591 0.0718232 0.143646 0.220994 0.0895028 0.0939227 0.107182 0.143646 0.179006 0.229834 0.428729 0.562431 0.640884 0.446409 0.120442 0.0883978 0.0453039 0.0276243 0.0375691 0.0320442 0.0287293 0.0552486 0.0287293 0.0320442 0.0497238 0.081768 0.108287 0.164641 0.428729
2 1 0.532948 0.245087 0.26474 0.139884 0.120231 0.0843931 0.0601156 0.0473988 0.0473988 0.0601156 0.150289 0.2 0.139884 0.20578 0.268208 0.342197 0.520231 0.689017 0.751445 0.551445 0.14104 0.0578035 0.0612717 0.0393064 0.0473988 0.0289017 0.0393064 0.0462428 0.0427746 0.0751445 0.0578035 0.104046 0.181503 0.4 0.791908
2 1 0.924449 0.211962 0.118573 0.0682057 0.136411 0.209864 0.0671563 0.0556139 0.0472193 0.0545645 0.0524659 0.0933893 0.101784 0.160546 0.206716 0.240294 0.500525 0.589717 0.655824 0.571878 0.262329 0.101784 0.089192 0.0682057 0.0524659 0.0419727 0.0608604 0.0545645 0.0524659 0.0776495 0.0839454 0.0944386 0.131165 0.151102 0.285414
